companycode,inn,ogrn,kpp,name,address,hr-agency,url,site,phone,fax,email,code_industry_branch
1025406425010,5415104630.0,1025406425010.0,541501001.0,Муниципальное бюджетное дошкольное образовательное учреждение - Чановский детский сад № 4 Чановского района,"Новосибирская область, 632200, рп Чаны, р-н Чановский, ул Ленина, д. 262, 76.78729, 55.320263",,https://trudvsem.ru/company/1025406425010,,+7(38367)24147,,Nds4@mail.ru,
1155476020237,5408001602.0,1155476020237.0,540801001.0,"Общество с ограниченной ответственностью ""УЭС""","Новосибирская область, 630128, г Новосибирск, ул Демакова, д. 23/2, 83.113585, 54.862254",,https://trudvsem.ru/company/1155476020237,,+7(913)8942307,,,
1145476140886,5401383945.0,1145476140886.0,540101001.0,ООО АНДРОМЕДА,"Новосибирская область, 630015, г Новосибирск, ул Королева, д. 40, корп. 40, офис 301, обращаться: ул Челюскинцев, д. 18/2, офис 518, 82.968516, 55.050478",,https://trudvsem.ru/company/1145476140886,,+7(383)2010974,,snik-64@mail.ru,
1085403007843,5403209893.0,1085403007843.0,540301001.0,"Общество с ограниченной ответственностью ""Алмаз""","Новосибирская область, 630017, г Новосибирск, ул Гаранина, д. 33, 82.97025, 55.025689",,https://trudvsem.ru/company/1085403007843,,+7(383)2140150,,sibsol@mail.ru,
1025405227913,5432110433.0,1025405227913.0,543201001.0,"Муниципальное казенное общеобразовательное учреждение""Мошнинская основная общеобразовательная школа"" Мошковского района","Новосибирская область, 633131, с Мошнино, р-н Мошковский, д. 8, ул. Школьная, 83.628194, 55.233126",,https://trudvsem.ru/company/1025405227913,,+7(38348)34136,,mosh@czn.mintrud.nso.ru,
1135476090199,5413113767.0,1135476090199.0,541301001.0,"Акционерное общество ""Болотнинский лесхоз""","Новосибирская область, 633340, г Болотное, р-н Болотнинский, ул Энергетиков, д. 1а, 84.356198, 55.655534",,https://trudvsem.ru/company/1135476090199,,+7(38349)22824,,selbolles@mail.ru,
1045404697942,5409226535.0,1045404697942.0,540701001.0,"Общество с ограниченной ответственностью""Лунта""","Новосибирская область, 630010, г Новосибирск, ул Дегтярева, д. 19, обращаться: ул.Челюскинцев, д.18/2, оф.518, 83.031794, 55.04385",,https://trudvsem.ru/company/1045404697942,,+7(383)2010974,,snik-64@mail.ru,
318547600187625,223500165572.0,318547600187625.0,,ИП Овчаров Юрий Александрович,"Новосибирская область, 633623, рп Сузун, р-н Сузунский, ул Ленина, д. 23, 82.317193, 53.783214",,https://trudvsem.ru/company/318547600187625,,+7(993)0165077,,,
1055461011319,5432211632.0,1055461011319.0,543201001.0,"Муниципальное казенное учреждение культуры ""Балтинское культурно-досуговое объединение""","Новосибирская область, 633159, д Балта, р-н Мошковский, д. 37, ул. Советская, 83.562986, 55.345217",,https://trudvsem.ru/company/1055461011319,,+7(38348)54190,,balta-sdk@mail.ru,
1115476021583,5401344706.0,1115476021583.0,540701001.0,"Общество с ограниченной ответственностью ""Центр Утилизации""","Новосибирская область, рп Мошково, р-н Мошковский, 83.608692, 55.305323",,https://trudvsem.ru/company/1115476021583,,+7(913)7298980,,poskotina.ek@centrutilizacii.ru,
1025401305170,5403135384.0,1025401305170.0,540301001.0,"Муниципальное казенное дошкольное образовательное учреждение города Новосибирска ""Детский сад № 158 комбинированного вида""","Новосибирская область, 630088, г Новосибирск, ул Петухова, д. 52а, 82.906254, 54.939113",,https://trudvsem.ru/company/1025401305170,,+7(383)3150220,,dc158@mail.ru,
1185476069998,5401986326.0,1185476069998.0,540101001.0,"Общество с ограниченной ответственностью ""Туристический мир""","Новосибирская область, 630004, г Новосибирск, ул Челюскинцев, д. 18/2, офис 312, Лучу куда хочу, турагентство, 82.905302, 55.039275",,https://trudvsem.ru/company/1185476069998,http://лечукудахочу.рф/,+7(383)2277272,,job@l-k-h.ru,
308540608700015,542506404755.0,308540608700015.0,,Индивидуальный предприниматель Симонов Евгений Георгиевич,"Новосибирская область, 630005, г Новосибирск, ул Фрунзе, д. 57, офис 34, 82.941001, 55.039419",,https://trudvsem.ru/company/308540608700015,,+7(961)2250091,,simonov-eg@yandex.ru,
1025405224272,5413110389.0,1025405224272.0,541301001.0,"Общество с ограниченной ответственностью ""Хлеб""","Новосибирская область, 633344, г Болотное, р-н Болотнинский, ул Комарова, д. 11, 84.389175, 55.673803",,https://trudvsem.ru/company/1025405224272,,+7(38349)23314,,shans58@mail.ru,
1025405227308,5432110426.0,1025405227308.0,543201001.0,"Муниципальное казенное дошкольное образовательноеучреждение ""Мошковский детский сад № 2 ""Рябинка"" Мошковского района","Новосибирская область, 633131, рп Мошково, р-н Мошковский, ул Кирова, д. 3, 83.608898, 55.302161",,https://trudvsem.ru/company/1025405227308,,+7(38348)21058,,ryabinka.ds@yandex.ru,
318547600003631,540537178809.0,318547600003631.0,,Индивидуальный предприниматель Батарева Наталья Ивановна,"Новосибирская область, 630001, г Новосибирск, ул Дуси Ковальчук, д. 1, офис 201, корпус 2, 82.92652, 55.065669",,https://trudvsem.ru/company/318547600003631,,+7(913)4800244,,ekgardt91@mail.ru,
1025404576812,5438112564.0,1025404576812.0,543801001.0,"Государственное бюджетное учреждение Новосибирской области ""Управление ветеринарии Тогучинского района Новосибирской области""","Новосибирская область, 633456, г Тогучин, р-н Тогучинский, ул Центральная, д. 68, 84.402677, 55.24834",,https://trudvsem.ru/company/1025404576812,,+7(838340)27205,,vet.torg@ngs.ru,
1025401307800,5403106778.0,1025401307800.0,540301001.0,"Государственное автономное профессиональное образовательное учреждение Новосибирской области ""Новосибирский колледж автосервиса и дорожного хозяйства""","Новосибирская область, 630064, г Новосибирск, ул Ватутина, д. 61а, 82.906892, 54.978648",,https://trudvsem.ru/company/1025401307800,,+7(383)3465752,,ok@tehavtodor.ru,
1196658051743,6685165322.0,1196658051743.0,668501001.0,"Общество с ограниченной ответственностью ""СтройМонолит""","Новосибирская область, 630083, г Новосибирск, ул Большевистская, д. 177, офис 121, 82.976565, 54.993644",,https://trudvsem.ru/company/1196658051743,,+7(383)2277280,,monolitstroy54@yandex.ru,
1075462001163,5440114262.0,1075462001163.0,544001001.0,"Муниципальное образовательное учреждение ""Межшкольный информационно-методический центр"" Черепановского района","Новосибирская область, 633520, г Черепаново, р-н Черепановский, ул Ломоносова, д. 64, корп. а, 83.362598, 54.232122",,https://trudvsem.ru/company/1075462001163,,+7(38345)23734,,ptv0770@mail.ru,
319547600202178,543550032970.0,319547600202178.0,543501001.0,Глава крестьянского (фермерского) хозяйства Шалагин Виктор Иванович,"Новосибирская область, 632072, с Верх-Красноярка, р-н Северный, ул Южная, д. 8, корп. 2, 77.93124, 56.369621",,https://trudvsem.ru/company/319547600202178,,+7(38360)44786,,,
1025406425021,5415105151.0,1025406425021.0,541501001.0,Муниципальное бюджетное общеобразовательное учреждение Красненская основная школа им.Н.А.Бенеша,"Новосибирская область, 632214, с Красное, р-н Чановский, 76.812658, 55.536782",,https://trudvsem.ru/company/1025406425021,,+7(38367)36256,,krasnoe62@mail.ru,
1025403659940,5408120624.0,1025403659940.0,540801001.0,ГБУЗ НСО ЦКБ,"Новосибирская область, 630090, г Новосибирск, ул Пирогова, д. 25, 83.090553, 54.850806",,https://trudvsem.ru/company/1025403659940,,+7(383)3301040,,skbok08@mail.ru,
304540113500123,540110647505.0,304540113500123.0,,Индивидуальный предприниматель Шитиков Борис Александрович,"Новосибирская область, 630046, г Новосибирск, ул Баумана, д. 27, 83.078219, 54.977992",,https://trudvsem.ru/company/304540113500123,,+7(383)3357416,,stopochinok@mail.ru,
1155476036100,5413000080.0,1155476036100.0,541301001.0,"Муниципальное бюджетное учреждение города Болотное Болотнинского района Новосибирской области ""Городская служба благоустройства""","Новосибирская область, 633340, г Болотное, р-н Болотнинский, ул Ленина, д. 17, 84.387594, 55.670955",,https://trudvsem.ru/company/1155476036100,,+7(83849)22703,,gkx-bolotnoe@yandex.ru,
304540512600048,540506650884.0,304540512600048.0,,Индивидуальный предприниматель Матяхин Андрей Дмитриевич,"Новосибирская область, 633522, г Черепаново, р-н Черепановский, ул Красный проспект, д. 98, 83.379082, 54.213614",,https://trudvsem.ru/company/304540512600048,,+7(38345)21044,,kec002@yandex.ru,
1155476002241,5401950094.0,1155476002241.0,540101001.0,"Общество с ограниченной ответственностью ""АВТОРИТЕТ""","Новосибирская область, 630039, г Новосибирск, ул Никитина, д. 114/2, 82.9744, 55.022402",,https://trudvsem.ru/company/1155476002241,,+7(383)2050730,,av@fast-snab.ru,
1185476032268,5401983967.0,1185476032268.0,540101001.0,ООО СИБИРСКИЙ МЕДВЕДЬ,"Новосибирская область, 630010, г Новосибирск, ул Волочаевская, д. 57/1, офис 218/1, обращаться: ул.Челюскинцев, д.18/2, оф.518, 82.986905, 55.057646",,https://trudvsem.ru/company/1185476032268,,+7(383)2010974,,snik-64@mail.ru,
1045403649631,5446004474.0,1045403649631.0,544601001.0,администрация Искитимского района Новосибирской области,"Новосибирская область, 633209, г Искитим, ул Пушкина, д. 51, 83.304217, 54.641972",,https://trudvsem.ru/company/1045403649631,,+7(38343)24430,,iskitimr@sibmail.ru,
1025401020600,5402131490.0,1025401020600.0,540201001.0,"Общество с ограниченной ответственностью ""Торговая площадь""","Новосибирская область, 630049, г Новосибирск, пр-кт Красный, д. 220, корп. 14, 82.917447, 55.071912",,https://trudvsem.ru/company/1025401020600,,+7(383)2106244 доб. 372,,chernushenko@tdtpl.ru,
1185476068656,5405027017.0,1185476068656.0,540501001.0,"Общеобразовательная Автономная некоммерческая организация Образовательный комплекс школа-сад ""Наша Школа""","Новосибирская область, 630102, г Новосибирск, ул Зыряновская, д. 119/1, 82.944388, 55.009858",,https://trudvsem.ru/company/1185476068656,,+7(383)2643294,,pochta@nshkola.ru,
1025405226307,5413108679.0,1025405226307.0,541201001.0,Муниципальное казённое общеобразовательное учреждение Баратаевская средняя общеобразовательная школа Болотнинского района Новосибирской области,"Новосибирская область, 633353, д Баратаевка, р-н Болотнинский, ул Школьная, д. 1, 84.452632, 55.61814",,https://trudvsem.ru/company/1025405226307,s_barat.bol.edu54.ru,+7(38349)47337,,our_school08@mail.ru,
1025403870711,5409110971.0,1025403870711.0,540901001.0,"Общество с ограниченной ответстсвенностью ""Гранд Авто""","Новосибирская область, 630015, г Новосибирск, ул Гоголя, д. Дом  204Б, 82.965866, 55.047843",,https://trudvsem.ru/company/1025403870711,,+7(383)2391009,,dudareva@3551010.ru,
fc748190-5d41-11e6-a33c-4376a32b3f45,4205169767.0,1084205022703.0,420501001.0,"ООО ""Сибцемсервис""","Новосибирская область, 633209, г Искитим, ул Заводская, д. 1а, 83.307693, 54.651349",,https://trudvsem.ru/company/fc748190-5d41-11e6-a33c-4376a32b3f45,http://www.sibcem.ru,+7(391)2052930,,a.shapovalova@sibcem.ru,
1105472001084,5446012330.0,1105472001084.0,544601001.0,Межрайонная инспекция Федеральной налоговой службы 3 по Новосибирской области,"Новосибирская область, 633209, г Искитим, ул Советская, д. 247, 83.30975, 54.635204",,https://trudvsem.ru/company/1105472001084,,+7(38343)29836,,i5483000@m83.r54.nalog.ru,
1055468004404,5453175417.0,1055468004404.0,545301001.0,"Муниципальное казенное учреждение ""Информационно-методический центр"" Татарского района","Новосибирская область, 632121, г Татарск, ул Ленина, д. 98, 75.969032, 55.219088",,https://trudvsem.ru/company/1055468004404,,+7(38364)26366,,utp11@rambler.ru,
1195476002479,5436111484.0,1195476002479.0,543601001.0,"Общество с ограниченной ответственностью ""Колхоз им. Калинина""","Новосибирская область, 633632, с Заковряжино, р-н Сузунский, ул Ленина, д. 1, офис 1, 82.42014, 54.035045",,https://trudvsem.ru/company/1195476002479,,+7(38346)40443,,,
1095461001580,5413113171.0,1095461001580.0,541301001.0,"Муниципальное бюджетное учреждение ""Комплексный центр социального обслуживания населения Болотнинского района Новосибирской области""","Новосибирская область, 633340, г Болотное, р-н Болотнинский, ул Советская, д. 2, 84.38436, 55.670041",,https://trudvsem.ru/company/1095461001580,,+7(38349)25063,,kcsobuh@yandex.ru,
1025405430313,5436100919.0,1025405430313.0,543601001.0,Закрытое акционерное общество им. Кирова,"Новосибирская область, 633653, с Ключики, р-н Сузунский, ул.Кирова, 53, 81.897401, 53.899297",,https://trudvsem.ru/company/1025405430313,,+7(838346)48323,+748322,,
1025406625529,5421100360.0,1025406625529.0,542101001.0,администрация Верх-Урюмского сельсовета Здвинского района,"Новосибирская область, 632960, с Верх-Урюм, р-н Здвинский, ул Коммунальная, д. 9, 78.589418, 54.493205",,https://trudvsem.ru/company/1025406625529,,+7(838363)34135,,verh_urum68@mail.ru,
1025404789519,5443108517.0,1025404789519.0,544301001.0,"Муниципальное казенное учреждение культуры ""Искитимская централизованная библиотечная система""","Новосибирская область, 633209, г Искитим, ул Пушкина, д. 40, 83.303714, 54.638981",,https://trudvsem.ru/company/1025404789519,,+7(38343)23180,,kiumetod@mail.ru,
1025401488408,5404120581.0,1025401488408.0,540401001.0,"Муниципальное автономное общеобразовательное учреждение ""Вторая Новосибирская гимназия""","Новосибирская область, 630136, г Новосибирск, ул Киевская, д. 5, 82.851834, 54.988562",,https://trudvsem.ru/company/1025401488408,,+7(383)3049214,,klera1967@mail.ru,
316547600132347,544610033099.0,316547600132347.0,,Индивидуальный предприниматель Поляков А.А.,"Новосибирская область, 633204, г Искитим, пр-кт Юбилейный, д. 6, корп. а, 83.290311, 54.615585",,https://trudvsem.ru/company/316547600132347,,+7(913)7602149,,,
1085472002494,5446009754.0,1085472002494.0,544601001.0,"Общество с ограниченной ответственностью ""КЕРБЕР и К""","Новосибирская область, 633209, г Искитим, мкр Северный, д. 14, 83.298755, 54.653865",,https://trudvsem.ru/company/1085472002494,,+7(38343)47164,,oookerber@mail.ru,
1145476033438,5446116080.0,1145476033438.0,544601001.0,"Общество с ограниченной ответственностью ""Полюс плюс""","Новосибирская область, 633216, рп Линево, р-н Искитимский, промплощадка НовЭЗа, 83.381643, 54.457003",,https://trudvsem.ru/company/1145476033438,,+7(952)9007330,,semakina111280@yandex.ru,
1065462013385,5440113526.0,1065462013385.0,544001001.0,"Общество с ограниченной ответственностью ""Санитарно-технический сервис""","Новосибирская область, 633521, г Черепаново, р-н Черепановский, ул Строителей, д. 47, 83.404002, 54.227643",,https://trudvsem.ru/company/1065462013385,,+7(923)2313719,,,
1025404669751,5443113958.0,1025404669751.0,544301001.0,"Муниципальное казенное общеобразовательное учреждение""Основная общеобразовательная школа д.Китерня"" Искитимского района Новосибирской области","Новосибирская область, 633233, д Китерня, р-н Искитимский, ул Центральная, д. 2б, 83.690052, 54.843704",,https://trudvsem.ru/company/1025404669751,,+7(38343)75124,,kiternia@ngs.ru,
1125474000960,5453000255.0,1125474000960.0,545301001.0,"Муниципальное казенное учреждение ""Управление хозяйственной службы Татарского района""","Новосибирская область, 632122, г Татарск, ул Ленина, д. 56, 75.983343, 55.223232",,https://trudvsem.ru/company/1125474000960,,+7(38364)24518,,regiontatarsk@nso.ru,
319547600147545,541308356593.0,319547600147545.0,,Индивидуальный предприниматель Свечников Юрий Михайлович,"Новосибирская область, 633340, г Болотное, р-н Болотнинский, ул Горького, д. 27, 84.384468, 55.669026",,https://trudvsem.ru/company/319547600147545,,+7(953)7728234,,,
1025404791334,5446107279.0,1025404791334.0,544601001.0,"муниципальное бюджетное дошкольное образовательное учреждение детский сад №4 ""Теремок"" комбинированного вида города Искитима Новосибирской области","Новосибирская область, 633209, г Искитим, ул Томская, д. 9а, 83.308664, 54.644353",,https://trudvsem.ru/company/1025404791334,,+7(38343)92355,,nso_teremok@mail.ru,
1025404181330,5422100059.0,1025404181330.0,542201001.0,"Государственное бюджетное учреждение здравоохранения Новосибирской области""Карасукская центральная районная больница""","Новосибирская область, 632862, г Карасук, р-н Карасукский, ул Гагарина, д. 1, 78.060212, 53.726016",,https://trudvsem.ru/company/1025404181330,,+7(738355)33540,,o.v.savinkina@karcrb.ru,
652aa400-f533-11e7-9699-037acc02728d,5436108918.0,1025405427035.0,543601001.0,"МКОУ ""Сузунская СОШ № 301 им.В.А.Левина""","Новосибирская область, 633621, рп Сузун, р-н Сузунский, Молодежная 5, 82.317355, 53.805558",,https://trudvsem.ru/company/652aa400-f533-11e7-9699-037acc02728d,,+7(38346)32537,,shcool.301.lewin@mail.ru,
1085406020732,5406442672.0,1085406020732.0,540601001.0,"Общество с ограниченной ответственностью ""Поиск""","Новосибирская область, 633203, г Искитим, ул Обская, д. 7, 83.309876, 54.6335",,https://trudvsem.ru/company/1085406020732,,+7(38343)20616,,putevodnayazvezda2013@mail.ru,
1025406425208,5415104447.0,1025406425208.0,541501001.0,Муниципальное бюджетное общеобразовательное учреждение Чановская средняя школа № 2,"Новосибирская область, 632200, рп Чаны, р-н Чановский, ул Пионерская, д. 1а, 76.772701, 55.312507",,https://trudvsem.ru/company/1025406425208,,+7(38367)21743,,s_2_sosh@mail.ru,
1115483000951,5440109110.0,1115483000951.0,544001001.0,"Муниципальное унитарное предприятие ""Черепановское пассажирское автотранспортное предприятие""","Новосибирская область, 633520, г Черепаново, р-н Черепановский, ул Цыцаркина, д. 54, 83.39686, 54.225122",,https://trudvsem.ru/company/1115483000951,,+7(38345)45502,+7(38345)45502,cher-patp@yandex.ru,
1105476103974,5401343452.0,1105476103974.0,540601001.0,"Общество с ограниченной ответственностью ""СибСнабПродукт""","Новосибирская область, 630015, г Новосибирск, проезд Электрозаводской, д. 10, 82.971553, 55.059915",,https://trudvsem.ru/company/1105476103974,,+7(383)2794191,,ssp@maksib.ru,
1095456000716,5420103791.0,1095456000716.0,542001001.0,"Муниципальное казенное учреждение ""Коплексный центр социального обслуживания населения Доволенского района Новосибирской области""","Новосибирская область, 632451, с Довольное, р-н Доволенский, ул Ленина, д. 86, 79.65676, 54.494094",,https://trudvsem.ru/company/1095456000716,,+7(38354)20524,,kcsondovol@sznsk.ru,
1155476050564,5405957164.0,1155476050564.0,540501001.0,Общество с ограниченной ответственностью ФОРТУНА,"Новосибирская область, 630063, г Новосибирск, ул Алтайская, д. Дом  12А, 82.976359, 55.005924",,https://trudvsem.ru/company/1155476050564,,+7(983)0023363,,mazalov-73@inbox.ru,
1115483000764,5443004042.0,1115483000764.0,544301001.0,"Общество с ограниченной ответственностью ""ЛиневоГазСервис""","Новосибирская область, 633205, рп Линево, р-н Искитимский, 2.5 км на северо-запад от р.п. Линево, 83.35278, 54.439083",,https://trudvsem.ru/company/1115483000764,,+7(913)8950836,,linevoGazServis@mail.ru,
1025406426650,5415104542.0,1025406426650.0,541501001.0,Муниципальное бюджетное общеобразовательное учреждение Озеро-Карачинская СШ Чановского района Новосибирской области,"Новосибирская область, 632220, п Озеро-Карачи, р-н Чановский, ул Школьная, д. 63, 76.977957, 55.351093",,https://trudvsem.ru/company/1025406426650,,+7(38367)41131,,oksosh63@mail.ru,
1025405627499,5424101788.0,1025405627499.0,542401001.0,"Государственное бюджетное учреждение Новосибирской области ""Управление ветеринарии Колыванского района""","Новосибирская область, 633161, рп Колывань, р-н Колыванский, ул Шоссейная, д. 43а, 82.734236, 55.321912",,https://trudvsem.ru/company/1025405627499,,+7(38352)51609,,kol_vet@ngs.ru,
1115476002102,5438318981.0,1115476002102.0,543801001.0,"Общество с ограниченной ответственностью ""Городская вода""","Новосибирская область, 633450, г Тогучин, р-н Тогучинский, ул Свердлова, д. 1а, 84.397476, 55.23117",,https://trudvsem.ru/company/1115476002102,,+7(38340)52184,,vodo20804@mail.ru,
1175476125296,5403037563.0,1175476125296.0,540301001.0,Общество с ограниченной ответственностью ЖЭУ-8,"Новосибирская область, г Новосибирск, ул Петухова, д. 44, 1 этаж, 82.903389, 54.938338",,https://trudvsem.ru/company/1175476125296,,+7(383)3429135,,geu_8@mail.ru,
1055462013914,5440113117.0,1055462013914.0,544001001.0,"Мясомолочная животноводческая компания ""Альва-Фарм"" (ООО)","Новосибирская область, 633552, с Ново-Воскресенка, р-н Черепановский, ул Центральная, д. 1, 83.059372, 54.096176",,https://trudvsem.ru/company/1055462013914,,+7(38345)67232,,ivanovaira1995@gmail.com,
314547617800141,541308329543.0,314547617800141.0,,Индивидуальный предприниматель Камышев Роман Алексеевич,"Новосибирская область, 633340, г Болотное, р-н Болотнинский, ул Забабонова, д. 25, корп. а, кафе ""Привал"", 84.390882, 55.667452",,https://trudvsem.ru/company/314547617800141,,+7(38349)22333,,kafprival@yandex.ru,
306546127800012,541305385363.0,306546127800012.0,,Индивидуальный предприниматель Шайторова Елена Николаевна,"Новосибирская область, 633340, г Болотное, р-н Болотнинский, ул Северная, д. 4, 84.379123, 55.674585",,https://trudvsem.ru/company/306546127800012,,+7(38349)24235,,severnaiamag@yandex.ru,
1025405427156,5436108940.0,1025405427156.0,543601001.0,Муниципальное казенное общеобразовательное учреждение Сузунского района Бобровская средняя общеобразовательная школа,"Новосибирская область, 633650, с Бобровка, р-н Сузунский, ул.60 лет Октября 66, 82.13205, 53.928874",,https://trudvsem.ru/company/1025405427156,,+7(962)8364762,,,
1025404183815,5422108562.0,1025404183815.0,542201001.0,"ООО ""Водстрой""","Новосибирская область, 632862, г Карасук, р-н Карасукский, д. 1, ул.Новоэлеваторная, 78.042389, 53.734294",,https://trudvsem.ru/company/1025404183815,,+7(38355)34251,,vodstroy2008@mail.ru,
1025405021267,5437103454.0,1025405021267.0,545301001.0,муниципальное бюджетное общеобразовательное учреждение Николаевская средняя общеобразовательная школа,"Новосибирская область, 632145, с Николаевка, р-н Татарский, д. 33, ул.Ленина, 75.737563, 54.814834",,https://trudvsem.ru/company/1025405021267,,+7(38364)44137,,nikolaevk_school@mail.ru,
1025405425396,5440110194.0,1025405425396.0,544001001.0,"Муниципальное дошкольное образовательное учреждение детский сад""Светлячок""с.Карасево","Новосибирская область, 633553, с Карасево, р-н Черепановский, ул Советская, д. 25, 82.99534, 54.172394",,https://trudvsem.ru/company/1025405425396,,+7(38345)63248,,karasevskijds2012@yandex.ru,
304546828200011,541410028427.0,304546828200011.0,,Индивидуальный предприниматель Василенко Екатерина Владимировна,"Новосибирская область, 632121, г Татарск, д. 128, МАРКСА КАРЛА ул, 75.977656, 55.217686",,https://trudvsem.ru/company/304546828200011,,+7(38364)20846,,ipvasilenkoev@mail.ru,
1025405430335,5436106886.0,1025405430335.0,543601001.0,Отдел Министерства внутренних дел Российской Федерации по Сузунскому району,"Новосибирская область, рп Сузун, р-н Сузунский, Ленина,60, 82.322448, 53.774446",,https://trudvsem.ru/company/1025405430335,,+7(38346)22065,,,
1025405020772,5453109319.0,1025405020772.0,545301001.0,"муниципальное казённое дошкольное образовательное учреждение-детский сад ""Березка"" с.Киевка Татарского района","Новосибирская область, 632114, с Киевка, р-н Татарский, ул.Зеленая,5, 76.07135, 55.255924",,https://trudvsem.ru/company/1025405020772,,+7(38364)58174,,lapina2015@bk.ru,
308547533300013,542406997445.0,308547533300013.0,542401001.0,Индивидуальный предприниматель Уськова Елена Владимировна,"Новосибирская область, 633161, рп Колывань, р-н Колыванский, д. 52, корп. В, ул.Ленина, 82.741593, 55.305718",,https://trudvsem.ru/company/308547533300013,,+7(8913)89137162032,,uskova2016@mail.ru,
1025405017197,5414103458.0,1025405017197.0,545301001.0,муниципальное бюджетное общеобразовательное учреждение школа-интернат основного общего образования г.Татарска,"Новосибирская область, 632122, г Татарск, ул Ленина, д. 98, 75.969032, 55.219088",,https://trudvsem.ru/company/1025405017197,,+7(38364)21771,,s_intern.tat@mail.ru,
1085405005070,5405365577.0,1085405005070.0,543901001.0,"Общество с ограниченной ответственностью ""Сибирская инвестиционно-трейдинговая компания""","Новосибирская область, 632520, с Убинское, р-н Убинский, ул Элеваторная, д. 3, 79.636881, 55.309596",,https://trudvsem.ru/company/1085405005070,,+7(38366)21357,,ubinhpp@mail.ru,
1115476045300,5408287038.0,1115476045300.0,540801001.0,"Общество с ограниченной ответственностью ""Экспертная Группа ""Оргстройпрогресс""","Новосибирская область, 630055, г Новосибирск, ул Мусы Джалиля, д. 25/1, офис 6, 83.095673, 54.863062",,https://trudvsem.ru/company/1115476045300,,+7(383)2868644,,eg_orgprogress@mail.ru,
1175476022952,5405996340.0,1175476022952.0,540501001.0,"Общество с ограниченной ответственностью ""ЛЭП-НСК""","Новосибирская область, 630088, г Новосибирск, ул Петухова, д. 49 Б, 82.863917, 54.951829",,https://trudvsem.ru/company/1175476022952,,+7(913)9164665,,tarkov-oleg@mail.ru,
1095472002229,5446011440.0,1095472002229.0,544601001.0,"Муниципальное бюджетное учреждение ""Комплексный центр социального обслуживания населения ""Вера"" Искитимского района Новосибирской области""","Новосибирская область, 633209, г Искитим, ул Пушкина, д. 57а, 83.30498, 54.640456",,https://trudvsem.ru/company/1095472002229,,+7(38343)24651,,kc-vera@ngs.ru,
1025405626806,5424108367.0,1025405626806.0,542401001.0,"Государственное казенное учреждение Новосибирскойобласти ""Центр занятости населения Колыванского района""","Новосибирская область, 633160, рп Колывань, р-н Колыванский, ул Советская, д. 41, 82.745105, 55.304467",,https://trudvsem.ru/company/1025405626806,,+751239,,kolivan@czn.mintrud.nso.ru,
1145476055559,5403358630.0,1145476055559.0,540301001.0,"Общество с ограниченной ответственностью ""ВИВАТ""","Новосибирская область, 630108, г Новосибирск, ул Станционная, д. 30а, корп. 5/1, 82.878532, 54.997833",,https://trudvsem.ru/company/1145476055559,,+7(913)7902126,,vivat-00@bk.ru,
1025405228716,5432100065.0,1025405228716.0,543201001.0,"ГБУЗ НСО ""Мошковская ЦРБ""","Новосибирская область, 633131, рп Мошково, р-н Мошковский, ул Горького, д. 23, 83.604578, 55.302761",,https://trudvsem.ru/company/1025405228716,,+7(38348)23099,,nadya.vostrikova@yandex.ru,
1165476128421,5440112106.0,1165476128421.0,544001001.0,"Общество с ограниченной ответственностью ""УСПЕХ""","Новосибирская область, 633520, г Черепаново, р-н Черепановский, ул Цыцаркина, д. 60, 83.39995, 54.22628",,https://trudvsem.ru/company/1165476128421,,+7(923)1763841,,fabrica-cherepanovo@yandex.ru,
1145476099130,5440116164.0,1145476099130.0,544001001.0,"Общество с ограниченной ответственностью ""Черепановские напитки""","Новосибирская область, 633520, г Черепаново, р-н Черепановский, ул Партизанская, д. 42, 83.371501, 54.220737",,https://trudvsem.ru/company/1145476099130,,+7(38345)23317,,litviys@mail.ru,
1025401932753,5405115993.0,1025401932753.0,540501001.0,ФГБОУ ВО Новосибирский ГАУ,"Новосибирская область, 630039, г Новосибирск, ул Добролюбова, д. 160, 82.980033, 55.028053",,https://trudvsem.ru/company/1025401932753,,+7(3822)512391,,tshi@ngs.ru,
318547600156588,540131148867.0,318547600156588.0,,Индивидуальный предприниматель Шундрик Ирина Алексеевна,"Новосибирская область, 630015, г Новосибирск, ул Королева, д. 40, офис 1609, 82.968516, 55.050478",,https://trudvsem.ru/company/318547600156588,,+7(913)8946026,,shyndric@mail.ru,
1145476001791,5404016990.0,1145476001791.0,540401001.0,"Общество с ограниченной ответственностью Управляющая компания ""ЖИЛОЙ КВАРТАЛ""","Новосибирская область, 630054, г Новосибирск, ул Степная, д. 2/1, 82.883949, 54.979113",,https://trudvsem.ru/company/1145476001791,,+7(383)3670227,,stroiservice2008@mail.ru,
1115476112311,5403332150.0,1115476112311.0,540601001.0,"Общество с ограниченной ответственностью ""Новосибирский завод горно-шахтного оборудования""","Новосибирская область, 630541, п Элитный, р-н Новосибирский, ул Липовая, д. 6, 82.944379, 54.919497",,https://trudvsem.ru/company/1115476112311,,+7(383)3621958,,info@nzgsho.ru,
1035400511882,5401130743.0,1035400511882.0,540101001.0,"Общество с ограниченной ответственностью ""Антон""","Новосибирская область, 630084, г Новосибирск, ул Республиканская, д. 1/1, 82.961824, 55.063813",,https://trudvsem.ru/company/1035400511882,,+7(913)9434323,,anton-magl@yandex.ru,
